ionIdx	ionMz	MzDelta	Formula	Mod	CompoundID	CompoundName
11	73.0292	0.000314569498172545	C3H6O2	-H(-)	HMDB0006961	Hydroxyacetone
11	73.0292	0.000314569498172545	C3H6O2	-H(-)	HMDB0031229	Ethyl formate
11	73.0292	0.000314569498172545	C3H6O2	-H(-)	HMDB0031523	Methyl acetate
11	73.0292	0.000314569498172545	C3H6O2	-H(-)	CHEBI:17167	(R)-lactaldehyde
11	73.0292	0.000314569498172545	C3H6O2	-H(-)	CHEBI:17871	3-hydroxypropanal
11	73.0292	0.000314569498172545	C3H6O2	-H(-)	CHEBI:18041	(S)-lactaldehyde
11	73.0292	0.000314569498172545	C3H6O2	-H(-)	CHEBI:18419	lactaldehyde
11	73.0292	0.000314569498172545	C3H6O2	-H(-)	CHEBI:18664	(R)-glycidol
11	73.0292	0.000314569498172545	C3H6O2	-H(-)	CHEBI:27957	hydroxyacetone
11	73.0292	0.000314569498172545	C3H6O2	-H(-)	CHEBI:30768	propionic acid
11	73.0292	0.000314569498172545	C3H6O2	-H(-)	CHEBI:30966	glycidol
11	73.0292	0.000314569498172545	C3H6O2	-H(-)	CHEBI:38690	(S)-glycidol
11	73.0292	0.000314569498172545	C3H6O2	-H(-)	CHEBI:52342	ethyl formate
11	73.0292	0.000314569498172545	C3H6O2	-H(-)	CHEBI:77700	methyl acetate
11	73.0292	0.000314569498172545	C3H6O2	-H(-)	CHEBI:87597	1,3-dioxolane
12	74.0246	0.000163419575173407	C2H5NO2	-H(-)	C00037	Glycine
12	74.0246	0.000163419575173407	C2H5NO2	-H(-)	C01837	Nitroethane
12	74.0246	0.000163419575173407	C2H5NO2	-H(-)	C06808	Acetohydroxamic acid
12	74.0246	0.000163419575173407	C2H5NO2	-H(-)	C19445	Methyl carbamate
12	74.0246	0.000163419575173407	C2H5NO2	-H(-)	HMDB0000123	Glycine
12	74.0246	0.000163419575173407	C2H5NO2	-H(-)	HMDB0014691	Acetohydroxamic Acid
12	74.0246	0.000163419575173407	C2H5NO2	-H(-)	HMDB0031239	Ethyl nitrite
12	74.0246	0.000163419575173407	C2H5NO2	-H(-)	CHEBI:15428	glycine
12	74.0246	0.000163419575173407	C2H5NO2	-H(-)	CHEBI:16268	nitroethane
12	74.0246	0.000163419575173407	C2H5NO2	-H(-)	CHEBI:27777	acetohydroxamic acid
12	74.0246	0.000163419575173407	C2H5NO2	-H(-)	CHEBI:30321	2-hydroxyacetamide
12	74.0246	0.000163419575173407	C2H5NO2	-H(-)	CHEBI:45379	methylcarbamic acid
12	74.0246	0.000163419575173407	C2H5NO2	-H(-)	CHEBI:49029	N-hydroxyacetimidic acid
12	74.0246	0.000163419575173407	C2H5NO2	-H(-)	CHEBI:57305	glycine zwitterion
12	74.0246	0.000163419575173407	C2H5NO2	-H(-)	CHEBI:76606	methyl carbamate
12	74.0246	0.000163419575173407	C2H5NO2	-H(-)	CHEBI:77894	aci-nitroethane
13	74.9908	0.000238595390001706	C2H4OS	-H(-)	C01857	Thioacetate
13	74.9908	0.000238595390001706	C2H4OS	-H(-)	HMDB0031188	Ethanethioic acid
13	74.9908	0.000238595390001706	C2H4OS	-H(-)	CHEBI:16555	ethanethioic S-acid
13	74.9908	0.000238595390001706	C2H4OS	-H(-)	CHEBI:46800	ethanethioic O-acid
14	75.0086	0.00019148409003833	C2H4O3	-H(-)	C00160	Glycolate
14	75.0086	0.00019148409003833	C2H4O3	-H(-)	C03547	omega-Hydroxy fatty acid
14	75.0086	0.00019148409003833	C2H4O3	-H(-)	HMDB0000115	Glycolic acid
14	75.0086	0.00019148409003833	C2H4O3	-H(-)	HMDB0003035	NA
14	75.0086	0.00019148409003833	C2H4O3	-H(-)	HMDB0031608	Peracetic acid
14	75.0086	0.00019148409003833	C2H4O3	-H(-)	CHEBI:17497	glycolic acid
15	81.0349	-0.000276076280144366	C5H6O	-H(-)	HMDB0013749	2-Methylfuran
15	81.0349	-0.000276076280144366	C5H6O	-H(-)	HMDB0031597	2,4-Pentadienal
15	81.0349	-0.000276076280144366	C5H6O	-H(-)	CHEBI:35592	2H-pyran
15	81.0349	-0.000276076280144366	C5H6O	-H(-)	CHEBI:35593	4H-pyran
15	81.0349	-0.000276076280144366	C5H6O	-H(-)	CHEBI:969439	NA
17	83.0498	0.000398002158689792	C5H8O	-H(-)	C00557	Cyclopentanone
17	83.0498	0.000398002158689792	C5H8O	-H(-)	C07330	3-Methyl-2-butenal
17	83.0498	0.000398002158689792	C5H8O	-H(-)	C15604	Prenal
17	83.0498	0.000398002158689792	C5H8O	-H(-)	HMDB0001184	Methyl propenyl ketone
17	83.0498	0.000398002158689792	C5H8O	-H(-)	HMDB0012157	3-Methyl-2-butenal
17	83.0498	0.000398002158689792	C5H8O	-H(-)	HMDB0031407	Cyclopentanone
17	83.0498	0.000398002158689792	C5H8O	-H(-)	HMDB0031512	Tiglic aldehyde
17	83.0498	0.000398002158689792	C5H8O	-H(-)	HMDB0031530	3-Methyl-3-buten-2-one
17	83.0498	0.000398002158689792	C5H8O	-H(-)	HMDB0031601	2-Pentenal
17	83.0498	0.000398002158689792	C5H8O	-H(-)	HMDB0031606	4-Penten-2-one
17	83.0498	0.000398002158689792	C5H8O	-H(-)	HMDB0031607	1-Penten-3-one
17	83.0498	0.000398002158689792	C5H8O	-H(-)	HMDB0032458	4-Pentenal
17	83.0498	0.000398002158689792	C5H8O	-H(-)	HMDB0037788	xi-2,3-Dihydro-3-methylfuran
17	83.0498	0.000398002158689792	C5H8O	-H(-)	HMDB0040584	2,3-Dihydro-4-methylfuran
17	83.0498	0.000398002158689792	C5H8O	-H(-)	CHEBI:15825	3-methylbut-2-enal
17	83.0498	0.000398002158689792	C5H8O	-H(-)	CHEBI:16486	cyclopentanone
17	83.0498	0.000398002158689792	C5H8O	-H(-)	CHEBI:51677	5-methyl-2,3-dihydrofuran
17	83.0498	0.000398002158689792	C5H8O	-H(-)	CHEBI:51678	4-methyl-2,3-dihydrofuran
17	83.0498	0.000398002158689792	C5H8O	-H(-)	CHEBI:51679	3-methyl-2,3-dihydrofuran
17	83.0498	0.000398002158689792	C5H8O	-H(-)	CHEBI:51680	(S)-3-methyl-2,3-dihydrofuran
17	83.0498	0.000398002158689792	C5H8O	-H(-)	CHEBI:61722	2-pentenal
17	83.0498	0.000398002158689792	C5H8O	-H(-)	CHEBI:87508	4-penten-2-one
17	83.0498	0.000398002158689792	C5H8O	-H(-)	CHEBI:88419	Tiglic aldehyde
17	83.0498	0.000398002158689792	C5H8O	-H(-)	CHEBI:89540	methyl propenyl ketone
18	84.0454	9.73865652440509e-05	C4H7NO	-H(-)	C02659	Acetone cyanohydrin
18	84.0454	9.73865652440509e-05	C4H7NO	-H(-)	C11118	N-Methyl-2-pyrrolidinone
18	84.0454	9.73865652440509e-05	C4H7NO	-H(-)	HMDB0002039	2-Pyrrolidinone
18	84.0454	9.73865652440509e-05	C4H7NO	-H(-)	HMDB0060427	Acetone cyanohydrin
18	84.0454	9.73865652440509e-05	C4H7NO	-H(-)	CHEBI:15348	2-hydroxy-2-methylpropanenitrile
18	84.0454	9.73865652440509e-05	C4H7NO	-H(-)	CHEBI:36592	pyrrolidin-2-one
18	84.0454	9.73865652440509e-05	C4H7NO	-H(-)	CHEBI:40599	2-aminoisobutyric acid residue
18	84.0454	9.73865652440509e-05	C4H7NO	-H(-)	CHEBI:51457	cyclopropanecarboxamide
18	84.0454	9.73865652440509e-05	C4H7NO	-H(-)	CHEBI:51759	methacrylamide
18	84.0454	9.73865652440509e-05	C4H7NO	-H(-)	CHEBI:53614	2-methyl-2-oxazoline
19	85.0291	0.000376645687993005	C4H6O2	-H(-)	C00741	Diacetyl
19	85.0291	0.000376645687993005	C4H6O2	-H(-)	C01770	gamma-Butyrolactone
19	85.0291	0.000376645687993005	C4H6O2	-H(-)	C01771	2-Butenoate
19	85.0291	0.000376645687993005	C4H6O2	-H(-)	C02497	2-Butyne-1,4-diol
19	85.0291	0.000376645687993005	C4H6O2	-H(-)	C16267	Cyclopropanecarboxylate
19	85.0291	0.000376645687993005	C4H6O2	-H(-)	C16835	Succinic aldehyde
19	85.0291	0.000376645687993005	C4H6O2	-H(-)	C19201	beta-Butyrolactone
19	85.0291	0.000376645687993005	C4H6O2	-H(-)	C19309	Vinyl acetate
19	85.0291	0.000376645687993005	C4H6O2	-H(-)	C19443	Methyl acrylate
19	85.0291	0.000376645687993005	C4H6O2	-H(-)	HMDB0000549	Gamma-Butyrolactone
19	85.0291	0.000376645687993005	C4H6O2	-H(-)	HMDB0002523	Oxolan-3-one
19	85.0291	0.000376645687993005	C4H6O2	-H(-)	HMDB0003407	Diacetyl
19	85.0291	0.000376645687993005	C4H6O2	-H(-)	HMDB0010720	But-2-enoic acid
19	85.0291	0.000376645687993005	C4H6O2	-H(-)	HMDB0031209	Ethenyl acetate
19	85.0291	0.000376645687993005	C4H6O2	-H(-)	HMDB0033977	Methyl acrylate
19	85.0291	0.000376645687993005	C4H6O2	-H(-)	HMDB0034439	Isocrotonic acid
19	85.0291	0.000376645687993005	C4H6O2	-H(-)	CHEBI:16413	but-2-yne-1,4-diol
19	85.0291	0.000376645687993005	C4H6O2	-H(-)	CHEBI:16583	butane-2,3-dione
19	85.0291	0.000376645687993005	C4H6O2	-H(-)	CHEBI:17217	2-butenoic acid
19	85.0291	0.000376645687993005	C4H6O2	-H(-)	CHEBI:23500	cyclopropanecarboxylic acid
19	85.0291	0.000376645687993005	C4H6O2	-H(-)	CHEBI:23704	diepoxybutane
19	85.0291	0.000376645687993005	C4H6O2	-H(-)	CHEBI:25219	methacrylic acid
19	85.0291	0.000376645687993005	C4H6O2	-H(-)	CHEBI:35897	but-3-enoic acid
19	85.0291	0.000376645687993005	C4H6O2	-H(-)	CHEBI:36253	isocrotonic acid
19	85.0291	0.000376645687993005	C4H6O2	-H(-)	CHEBI:41131	crotonic acid
19	85.0291	0.000376645687993005	C4H6O2	-H(-)	CHEBI:42639	gamma-butyrolactone
19	85.0291	0.000376645687993005	C4H6O2	-H(-)	CHEBI:46916	vinyl acetate
19	85.0291	0.000376645687993005	C4H6O2	-H(-)	CHEBI:51046	meso-diepoxybutane
19	85.0291	0.000376645687993005	C4H6O2	-H(-)	CHEBI:51047	(S,S)-diepoxybutane
19	85.0291	0.000376645687993005	C4H6O2	-H(-)	CHEBI:51048	(R,R)-diepoxybutane
21	87.0085	0.00031331119357958	C3H4O3	-H(-)	C00022	Pyruvate
21	87.0085	0.00031331119357958	C3H4O3	-H(-)	C00222	3-Oxopropanoate
21	87.0085	0.00031331119357958	C3H4O3	-H(-)	C12069	3-Hydroxypropenoate
21	87.0085	0.00031331119357958	C3H4O3	-H(-)	C20363	Ethylene carbonate
21	87.0085	0.00031331119357958	C3H4O3	-H(-)	HMDB0000243	Pyruvic acid
21	87.0085	0.00031331119357958	C3H4O3	-H(-)	HMDB0011111	Malonic semialdehyde
21	87.0085	0.00031331119357958	C3H4O3	-H(-)	HMDB0011666	NA
21	87.0085	0.00031331119357958	C3H4O3	-H(-)	HMDB0040261	Glucosereductone
21	87.0085	0.00031331119357958	C3H4O3	-H(-)	HMDB0062676	2-hydroxyacrylic Acid
21	87.0085	0.00031331119357958	C3H4O3	-H(-)	CHEBI:17960	3-oxopropanoic acid
21	87.0085	0.00031331119357958	C3H4O3	-H(-)	CHEBI:32816	pyruvic acid
21	87.0085	0.00031331119357958	C3H4O3	-H(-)	CHEBI:46660	hydroxypyruvaldehyde
21	87.0085	0.00031331119357958	C3H4O3	-H(-)	CHEBI:86354	2-hydroxyacrylic acid
23	87.0446	0.000546179931617985	C4H8O2	-H(-)	C00246	Butanoic acid
23	87.0446	0.000546179931617985	C4H8O2	-H(-)	C00466	Acetoin
23	87.0446	0.000546179931617985	C4H8O2	-H(-)	C00810	(R)-Acetoin
23	87.0446	0.000546179931617985	C4H8O2	-H(-)	C00849	Ethyl acetate
23	87.0446	0.000546179931617985	C4H8O2	-H(-)	C01769	(S)-Acetoin
23	87.0446	0.000546179931617985	C4H8O2	-H(-)	C02632	2-Methylpropanoate
23	87.0446	0.000546179931617985	C4H8O2	-H(-)	C14440	1,4-Dioxane
23	87.0446	0.000546179931617985	C4H8O2	-H(-)	HMDB0000039	Butyric acid
23	87.0446	0.000546179931617985	C4H8O2	-H(-)	HMDB0001873	Isobutyric acid
23	87.0446	0.000546179931617985	C4H8O2	-H(-)	HMDB0003151	NA
23	87.0446	0.000546179931617985	C4H8O2	-H(-)	HMDB0003243	Acetoin
23	87.0446	0.000546179931617985	C4H8O2	-H(-)	HMDB0030062	Methyl propionate
23	87.0446	0.000546179931617985	C4H8O2	-H(-)	HMDB0031217	Ethyl acetate
23	87.0446	0.000546179931617985	C4H8O2	-H(-)	HMDB0031507	1-Hydroxy-2-butanone
23	87.0446	0.000546179931617985	C4H8O2	-H(-)	HMDB0040253	Propyl formate
23	87.0446	0.000546179931617985	C4H8O2	-H(-)	HMDB0040579	Isopropyl formate
23	87.0446	0.000546179931617985	C4H8O2	-H(-)	CHEBI:15686	(R)-acetoin
23	87.0446	0.000546179931617985	C4H8O2	-H(-)	CHEBI:15687	(S)-acetoin
23	87.0446	0.000546179931617985	C4H8O2	-H(-)	CHEBI:15688	acetoin
23	87.0446	0.000546179931617985	C4H8O2	-H(-)	CHEBI:16135	isobutyric acid
23	87.0446	0.000546179931617985	C4H8O2	-H(-)	CHEBI:19662	2-hydroxytetrahydrofuran
23	87.0446	0.000546179931617985	C4H8O2	-H(-)	CHEBI:27750	ethyl acetate
23	87.0446	0.000546179931617985	C4H8O2	-H(-)	CHEBI:30772	butyric acid
23	87.0446	0.000546179931617985	C4H8O2	-H(-)	CHEBI:41268	4-hydroxybutan-2-one
23	87.0446	0.000546179931617985	C4H8O2	-H(-)	CHEBI:46924	1,3-dioxane
23	87.0446	0.000546179931617985	C4H8O2	-H(-)	CHEBI:47032	1,4-dioxane
23	87.0446	0.000546179931617985	C4H8O2	-H(-)	CHEBI:48426	1,2-dioxane
24	87.0567	-0.000345425498863961	C3H8N2O	-H(-)	C16364	N,N'-Dimethylurea
24	87.0567	-0.000345425498863961	C3H8N2O	-H(-)	C19281	N-Nitrosomethylethylamine
24	87.0567	-0.000345425498863961	C3H8N2O	-H(-)	C19779	beta-Alaninamide
24	87.0567	-0.000345425498863961	C3H8N2O	-H(-)	HMDB0029198	Dimethylurea
24	87.0567	-0.000345425498863961	C3H8N2O	-H(-)	CHEBI:21217	L-alaninamide
24	87.0567	-0.000345425498863961	C3H8N2O	-H(-)	CHEBI:55360	beta-alaninamide
24	87.0567	-0.000345425498863961	C3H8N2O	-H(-)	CHEBI:80472	N,N'-dimethylurea
25	88.0401	0.000327500384415203	C3H7NO2	-H(-)	C00041	L-Alanine
25	88.0401	0.000327500384415203	C3H7NO2	-H(-)	C00099	beta-Alanine
25	88.0401	0.000327500384415203	C3H7NO2	-H(-)	C00133	D-Alanine
25	88.0401	0.000327500384415203	C3H7NO2	-H(-)	C00213	Sarcosine
25	88.0401	0.000327500384415203	C3H7NO2	-H(-)	C01401	Alanine
25	88.0401	0.000327500384415203	C3H7NO2	-H(-)	C01537	Urethane
25	88.0401	0.000327500384415203	C3H7NO2	-H(-)	C02116	2-Nitropropane
25	88.0401	0.000327500384415203	C3H7NO2	-H(-)	C11488	HMMF
25	88.0401	0.000327500384415203	C3H7NO2	-H(-)	HMDB0000056	Beta-Alanine
25	88.0401	0.000327500384415203	C3H7NO2	-H(-)	HMDB0000161	L-Alanine
25	88.0401	0.000327500384415203	C3H7NO2	-H(-)	HMDB0000271	Sarcosine
25	88.0401	0.000327500384415203	C3H7NO2	-H(-)	HMDB0001310	D-Alanine
25	88.0401	0.000327500384415203	C3H7NO2	-H(-)	HMDB0031219	Ethyl carbamate
25	88.0401	0.000327500384415203	C3H7NO2	-H(-)	HMDB0062251	(alpha-D-mannosyl)7-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine, isoform A (protein)
25	88.0401	0.000327500384415203	C3H7NO2	-H(-)	CHEBI:15570	D-alanine
25	88.0401	0.000327500384415203	C3H7NO2	-H(-)	CHEBI:15611	sarcosine
25	88.0401	0.000327500384415203	C3H7NO2	-H(-)	CHEBI:16037	2-nitropropane
25	88.0401	0.000327500384415203	C3H7NO2	-H(-)	CHEBI:16449	alanine
25	88.0401	0.000327500384415203	C3H7NO2	-H(-)	CHEBI:16958	beta-alanine
25	88.0401	0.000327500384415203	C3H7NO2	-H(-)	CHEBI:16977	L-alanine
25	88.0401	0.000327500384415203	C3H7NO2	-H(-)	CHEBI:17967	urethane
25	88.0401	0.000327500384415203	C3H7NO2	-H(-)	CHEBI:38544	dimethylcarbamic acid
25	88.0401	0.000327500384415203	C3H7NO2	-H(-)	CHEBI:57416	D-alanine zwitterion
25	88.0401	0.000327500384415203	C3H7NO2	-H(-)	CHEBI:57433	sarcosine zwitterion
25	88.0401	0.000327500384415203	C3H7NO2	-H(-)	CHEBI:57966	beta-alanine zwitterion
25	88.0401	0.000327500384415203	C3H7NO2	-H(-)	CHEBI:57972	L-alanine zwitterion
25	88.0401	0.000327500384415203	C3H7NO2	-H(-)	CHEBI:64738	L-seriniumyl group
25	88.0401	0.000327500384415203	C3H7NO2	-H(-)	CHEBI:66916	alanine zwitterion
25	88.0401	0.000327500384415203	C3H7NO2	-H(-)	CHEBI:75144	lactamide
25	88.0401	0.000327500384415203	C3H7NO2	-H(-)	CHEBI:76050	L-alanine-2,3,3,3-d4
25	88.0401	0.000327500384415203	C3H7NO2	-H(-)	CHEBI:76261	1-nitropropane
25	88.0401	0.000327500384415203	C3H7NO2	-H(-)	CHEBI:87375	methyl glycinate
26	89.0245	-5.20365200316064e-05	C3H6O3	-H(-)	C00184	Glycerone
26	89.0245	-5.20365200316064e-05	C3H6O3	-H(-)	C00186	(S)-Lactate
26	89.0245	-5.20365200316064e-05	C3H6O3	-H(-)	C00256	(R)-Lactate
26	89.0245	-5.20365200316064e-05	C3H6O3	-H(-)	C00577	D-Glyceraldehyde
26	89.0245	-5.20365200316064e-05	C3H6O3	-H(-)	C01013	3-Hydroxypropanoate
26	89.0245	-5.20365200316064e-05	C3H6O3	-H(-)	C01432	Lactate
26	89.0245	-5.20365200316064e-05	C3H6O3	-H(-)	C02154	Glyceraldehyde
26	89.0245	-5.20365200316064e-05	C3H6O3	-H(-)	C02426	L-Glyceraldehyde
26	89.0245	-5.20365200316064e-05	C3H6O3	-H(-)	HMDB0000171	NA
26	89.0245	-5.20365200316064e-05	C3H6O3	-H(-)	HMDB0000190	L-Lactic acid
26	89.0245	-5.20365200316064e-05	C3H6O3	-H(-)	HMDB0000700	Hydroxypropionic acid
26	89.0245	-5.20365200316064e-05	C3H6O3	-H(-)	HMDB0001051	Glyceraldehyde
26	89.0245	-5.20365200316064e-05	C3H6O3	-H(-)	HMDB0001311	D-Lactic acid
26	89.0245	-5.20365200316064e-05	C3H6O3	-H(-)	HMDB0001882	Dihydroxyacetone
26	89.0245	-5.20365200316064e-05	C3H6O3	-H(-)	HMDB0003328	NA
26	89.0245	-5.20365200316064e-05	C3H6O3	-H(-)	HMDB0029580	Dimethyl carbonate
26	89.0245	-5.20365200316064e-05	C3H6O3	-H(-)	HMDB0031232	Monoethyl carbonate
26	89.0245	-5.20365200316064e-05	C3H6O3	-H(-)	HMDB0041929	Methoxyacetic acid
26	89.0245	-5.20365200316064e-05	C3H6O3	-H(-)	HMDB0062492	L-Lactic acid
26	89.0245	-5.20365200316064e-05	C3H6O3	-H(-)	HMDB0144295	2-hydroxypropanoic acid
26	89.0245	-5.20365200316064e-05	C3H6O3	-H(-)	CHEBI:132098	methoxyacetic acid
26	89.0245	-5.20365200316064e-05	C3H6O3	-H(-)	CHEBI:16016	dihydroxyacetone
26	89.0245	-5.20365200316064e-05	C3H6O3	-H(-)	CHEBI:17378	D-glyceraldehyde
26	89.0245	-5.20365200316064e-05	C3H6O3	-H(-)	CHEBI:27975	L-glyceraldehyde
26	89.0245	-5.20365200316064e-05	C3H6O3	-H(-)	CHEBI:33404	3-hydroxypropionic acid
26	89.0245	-5.20365200316064e-05	C3H6O3	-H(-)	CHEBI:36596	dimethyl carbonate
26	89.0245	-5.20365200316064e-05	C3H6O3	-H(-)	CHEBI:38043	1,3,5-trioxane
26	89.0245	-5.20365200316064e-05	C3H6O3	-H(-)	CHEBI:42111	(R)-lactic acid
26	89.0245	-5.20365200316064e-05	C3H6O3	-H(-)	CHEBI:422	(S)-lactic acid
26	89.0245	-5.20365200316064e-05	C3H6O3	-H(-)	CHEBI:50849	monoethyl carbonate
26	89.0245	-5.20365200316064e-05	C3H6O3	-H(-)	CHEBI:5445	glyceraldehyde
