"Query","Match","HMDB","PubChem","KEGG","SMILES","Comment"
"CHEBI:16343","NA","NA","NA","NA","NA","0"
"CHEBI:17735","NA","NA","NA","NA","NA","0"
"CHEBI:341165","NA","NA","NA","NA","NA","0"
"CHEBI:49837","NA","NA","NA","NA","NA","0"
"CHEBI:55545","NA","NA","NA","NA","NA","0"
"CHEBI:85505","NA","NA","NA","NA","NA","0"
"C17357","NA","NA","NA","NA","NA","0"
"HMDB0000894","Vinylacetylglycine","HMDB0000894","53477718",NA,"OC(=O)CNC(=O)CC=C","1"
"HMDB0006723","NA","NA","NA","NA","NA","0"
"HMDB0006724","NA","NA","NA","NA","NA","0"
"HMDB0014491","Trimethadione","HMDB0014491","5576",NA,"CN1C(=O)OC(C)(C)C1=O","1"
"HMDB0061082","5-ethyl-5-methyl-2,4-oxazolidinedione","HMDB0061082","232592",NA,"CCC1(C)OC(=O)N=C1O","1"
"HMDB0061705","6-Oxopiperidine-2-carboxylic acid","HMDB0061705","3014237",NA,"OC(=O)C1CCCC(O)=N1","1"
"CHEBI:131804","NA","NA","NA","NA","NA","0"
"CHEBI:74435","NA","NA","NA","NA","NA","0"
"CHEBI:82795","NA","NA","NA","NA","NA","0"
"CHEBI:87998","NA","NA","NA","NA","NA","0"
"C04114","NA","NA","NA","NA","NA","0"
"C10172","NA","NA","NA","NA","NA","0"
"HMDB0004827","Proline betaine","HMDB0004827","115244","C10172","C[N+]1(C)CCC[C@H]1C([O-])=O","1"
"HMDB0030410","L-2-Amino-3-methylenehexanoic acid","HMDB0030410","76223581",NA,"CCCC(=C)C(N)C(O)=O","1"
"HMDB0038949","3beta,6beta-Dihydroxynortropane","HMDB0038949","22297531",NA,"OC1CC2CC(O)CC1N2","1"
"CHEBI:11946","NA","NA","NA","NA","NA","0"
"CHEBI:17237","NA","NA","NA","NA","NA","0"
"CHEBI:35280","NA","NA","NA","NA","NA","0"
"CHEBI:86534","NA","NA","NA","NA","NA","0"
"C11713","NA","NA","NA","NA","NA","0"
"C11714","NA","NA","NA","NA","NA","0"
"C14786","NA","NA","NA","NA","NA","0"
"C14787","NA","NA","NA","NA","NA","0"
"HMDB0006215","Naphthalene epoxide","HMDB0006215","108063","C14786","O1C2C=CC3=CC=CC=C3C12","1"
"HMDB0012138","1-Naphthol","HMDB0012138","7005","C11714","OC1=C2C=CC=CC2=CC=C1","1"
"HMDB0012322","2-Naphthol","HMDB0012322","8663","C11713","OC1=CC2=CC=CC=C2C=C1","1"
"HMDB0031001","(Z)-2-Decene-4,6,8-triyn-1-ol","HMDB0031001","6365178",NA,"CC#CC#CC#C\C=C\CO","1"
"HMDB0060301","(1S,2R)-Naphthalene 1,2-oxide","HMDB0060301","11094749","C14787","[H][C@]12O[C@@]1([H])C1=CC=CC=C1C=C2","1"
"CHEBI:10319","NA","NA","NA","NA","NA","0"
"CHEBI:10432","NA","NA","NA","NA","NA","0"
"CHEBI:33998","NA","NA","NA","NA","NA","0"
"CHEBI:34001","NA","NA","NA","NA","NA","0"
"CHEBI:51731","NA","NA","NA","NA","NA","0"
"CHEBI:52431","NA","NA","NA","NA","NA","0"
"C06423","NA","NA","NA","NA","NA","0"
"C07185","NA","NA","NA","NA","NA","0"
"HMDB0000482","Caprylic acid","HMDB0000482","379","C06423","CCCCCCCC(O)=O","1"
"HMDB0001877","Valproic acid","HMDB0001877","3121","C07185","CCCC(CCC)C(O)=O","1"
"HMDB0029980","Hexyl acetate","HMDB0029980","8908",NA,"CCCCCCOC(C)=O","1"
"HMDB0030368","(3R,5Z)-5-Octene-1,3-diol","HMDB0030368","21159437",NA,"CC\C=C/CC(O)CCO","1"
"HMDB0031230","2-Ethylhexanoic acid","HMDB0031230","8697",NA,"CCCCC(CC)C(O)=O","1"
"HMDB0031290","1-Hydroxy-3-octanone","HMDB0031290","13864714",NA,"CCCCCC(=O)CCO","1"
"HMDB0031478","Methyl heptanoate","HMDB0031478","7826",NA,"CCCCCCC(=O)OC","1"
"HMDB0031579","Ethyl (±)-2-methylpentanoate","HMDB0031579","62902",NA,"CCCC(C)C(=O)OCC","1"
"HMDB0031587","2-Methylheptanoic acid","HMDB0031587","14475",NA,"CCCCCC(C)C(O)=O","1"
"HMDB0031588","6-Methylheptanoic acid","HMDB0031588","90716",NA,"CC(C)CCCCC(O)=O","1"
"HMDB0031596","Methyl 5-methylhexanoate","HMDB0031596","519894",NA,"COC(=O)CCCC(C)C","1"
"HMDB0031638","Pentyl propanoate","HMDB0031638","12217",NA,"CCCCCOC(=O)CC","1"
"HMDB0031703","2-Ethylbutyl acetate","HMDB0031703","61448",NA,"CCC(CC)COC(C)=O","1"
"HMDB0032046","Isopropyl 3-methylbutanoate","HMDB0032046","61914",NA,"CC(C)CC(=O)OC(C)C","1"
"HMDB0032047","Propyl 3-methylbutanoate","HMDB0032047","11176",NA,"CCCOC(=O)CC(C)C","1"
"HMDB0032203","cis- and trans-2-Isobutyl-4-methyl-1,3-dioxolane","HMDB0032203","86733",NA,"CC(C)CC1OCC(C)O1","1"
"HMDB0032225","1,1-Dimethoxy-trans-2-hexene","HMDB0032225","6436486",NA,"CCC\C=C\C(OC)OC","1"
"HMDB0032272","Ethyl 4-methylpentanoate","HMDB0032272","117477",NA,"CCOC(=O)CCC(C)C","1"
"HMDB0032335","3-Hydroxy-2-octanone","HMDB0032335","6428543",NA,"CCCCCC(O)C(C)=O","1"
"HMDB0032551","Valeraldehyde propyleneglycol acetal","HMDB0032551","156273",NA,"CCCCC1OCC(C)O1","1"
"HMDB0034161","2-Methylpropyl butanoate","HMDB0034161","10885",NA,"CCCC(=O)OCC(C)C","1"
"HMDB0034164","3-Methylbutyl propanoate","HMDB0034164","7772",NA,"CCC(=O)OCCC(C)C","1"
"HMDB0034234","Ethyl (±)-3-methylpentanoate","HMDB0034234","560255",NA,"CCOC(=O)CC(C)CC","1"
"HMDB0034459","Heptyl formate","HMDB0034459","8169",NA,"CCCCCCCOC=O","1"
"HMDB0035457","(±)-5-Hydroxy-4-octanone","HMDB0035457","219794",NA,"CCCC(O)C(=O)CCC","1"
"HMDB0036165","3-(Hydroxymethyl)-2-heptanone","HMDB0036165","5362561",NA,"CCCCC(CO)C(C)=O","1"
"HMDB0039217","Isopropyl 2-methylbutanoate","HMDB0039217","522214",NA,"CCC(C)C(=O)OC(C)C","1"
"HMDB0039620","Butyl butyrate","HMDB0039620","7983",NA,"CCCCOC(=O)CCC","1"
"HMDB0040209","Ethyl hexanoate","HMDB0040209","31265",NA,"CCCCCC(=O)OCC","1"
"HMDB0040251","Butyl isobutyrate","HMDB0040251","7353",NA,"CCCCOC(=O)C(C)C","1"
"HMDB0040252","Isobutyl isobutyrate","HMDB0040252","7351",NA,"CC(C)COC(=O)C(C)C","1"
"HMDB0040296","Propyl pentanoate","HMDB0040296","67328",NA,"CCCCC(=O)OCCC","1"
"HMDB0040298","Ethyl 2-ethylbutanoate","HMDB0040298","76326",NA,"CCOC(=O)C(CC)CC","1"
"HMDB0061931","Tetrahydro-2,5-dimethyl-2H-pyranmethanol","HMDB0061931","98034",NA,"CC1CCC(C)(CO)OC1","1"
"HMDB0062511","NA","NA","NA","NA","NA","0"
"HMDB0062546","NA","NA","NA","NA","NA","0"
"CHEBI:25646","NA","NA","NA","NA","NA","0"
"CHEBI:28837","NA","NA","NA","NA","NA","0"
"CHEBI:39867","NA","NA","NA","NA","NA","0"
"CHEBI:744024","NA","NA","NA","NA","NA","0"
"CHEBI:86055","NA","NA","NA","NA","NA","0"
"CHEBI:87318","NA","NA","NA","NA","NA","0"
"CHEBI:87373","NA","NA","NA","NA","NA","0"
"CHEBI:87419","NA","NA","NA","NA","NA","0"
"CHEBI:87429","NA","NA","NA","NA","NA","0"
"CHEBI:87510","NA","NA","NA","NA","NA","0"
"CHEBI:87683","NA","NA","NA","NA","NA","0"
"CHEBI:88826","NA","NA","NA","NA","NA","0"
"HMDB0002284","N-Acetylcadaverine","HMDB0002284","189087",NA,"CC(=O)NCCCCCN","1"
"HMDB0012135","1-(3-Aminopropyl)-4-aminobutanal","HMDB0012135","19913541",NA,"NCCCNCCCC=O","1"
"CHEBI:51824","NA","NA","NA","NA","NA","0"
"CHEBI:86554","NA","NA","NA","NA","NA","0"
"C00940","NA","NA","NA","NA","NA","0"
"C05572","NA","NA","NA","NA","NA","0"
"HMDB0001552","2-Keto-glutaramic acid","HMDB0001552","48","C00940","NC(=O)CCC(=O)C(O)=O","1"
"CHEBI:16378","NA","NA","NA","NA","NA","0"
"CHEBI:29987","NA","NA","NA","NA","NA","0"
"CHEBI:29988","NA","NA","NA","NA","NA","0"
"CHEBI:29989","NA","NA","NA","NA","NA","0"
"CHEBI:30882","NA","NA","NA","NA","NA","0"
"CHEBI:30883","NA","NA","NA","NA","NA","0"
"C02796","NA","NA","NA","NA","NA","0"
"C06324","NA","NA","NA","NA","NA","0"
"C06338","NA","NA","NA","NA","NA","0"
"C06343","NA","NA","NA","NA","NA","0"
"C06415","NA","NA","NA","NA","NA","0"
"C08493","NA","NA","NA","NA","NA","0"
"C19434","NA","NA","NA","NA","NA","0"
"HMDB0029737","Indole-3-carboxaldehyde","HMDB0029737","10256","C08493","O=CC1=CNC2=C1C=CC=C2","1"
"CHEBI:15815","NA","NA","NA","NA","NA","0"
"CHEBI:16365","NA","NA","NA","NA","NA","0"
"CHEBI:17920","NA","NA","NA","NA","NA","0"
"CHEBI:18289","NA","NA","NA","NA","NA","0"
"CHEBI:18350","NA","NA","NA","NA","NA","0"
"CHEBI:343043","NA","NA","NA","NA","NA","0"
"CHEBI:48980","NA","NA","NA","NA","NA","0"
"CHEBI:48981","NA","NA","NA","NA","NA","0"
"CHEBI:48993","NA","NA","NA","NA","NA","0"
"CHEBI:48994","NA","NA","NA","NA","NA","0"
"CHEBI:51855","NA","NA","NA","NA","NA","0"
"CHEBI:59833","NA","NA","NA","NA","NA","0"
"C01475","NA","NA","NA","NA","NA","0"
"C02946","NA","NA","NA","NA","NA","0"
"C03239","NA","NA","NA","NA","NA","0"
"C03656","NA","NA","NA","NA","NA","0"
"C04076","NA","NA","NA","NA","NA","0"
"C05825","NA","NA","NA","NA","NA","0"
"HMDB0000730","Isobutyrylglycine","HMDB0000730","10855600",NA,"CC(C)C(=O)NCC(O)=O","1"
"HMDB0000808","N-Butyrylglycine","HMDB0000808","88412",NA,"CCCC(=O)NCC(O)=O","1"
"HMDB0001263","Allysine","HMDB0001263","160603","C04076","N[C@@H](CCCC=O)C(O)=O","1"
"HMDB0003681","4-Acetamidobutanoic acid","HMDB0003681","18189","C02946","CC(=O)NCCCC(O)=O","1"
"HMDB0006238","NA","NA","NA","NA","NA","0"
"HMDB0012131","(S)-5-Amino-3-oxohexanoate","HMDB0012131","440077","C03656","C[C@H](N)CC(=O)CC(O)=O","1"
"HMDB0012151","2-Keto-6-aminocaproate","HMDB0012151","439954","C03239","NCCCCC(=O)C(O)=O","1"
"HMDB0015127","Methyl aminolevulinate","HMDB0015127","157922",NA,"COC(=O)CCC(=O)CN","1"
"HMDB0029425","L-cis-4-(Hydroxymethyl)-2-pyrrolidinecarboxylic acid","HMDB0029425","5318294",NA,"OCC1CNC(C1)C(O)=O","1"
"HMDB0029426","L-trans-5-Hydroxy-2-piperidinecarboxylic acid","HMDB0029426","151730",NA,"OC1CCC(NC1)C(O)=O","1"
"HMDB0059595","NA","NA","NA","NA","NA","0"
"HMDB0060265","NA","NA","NA","NA","NA","0"
"HMDB0061156","N-(2-Carboxymethyl)-morpholine","HMDB0061156","438968",NA,"OC(=O)CN1CCOCC1","1"
"HMDB0094698","N-Propionylalanine","HMDB0094698","22788191",NA,"[H][C@@](C)(N=C(O)CC)C(O)=O","1"
"CHEBI:17027","NA","NA","NA","NA","NA","0"
"CHEBI:17534","NA","NA","NA","NA","NA","0"
"CHEBI:17645","NA","NA","NA","NA","NA","0"
"CHEBI:17917","NA","NA","NA","NA","NA","0"
"CHEBI:19450","NA","NA","NA","NA","NA","0"
"CHEBI:27713","NA","NA","NA","NA","NA","0"
"CHEBI:43739","NA","NA","NA","NA","NA","0"
"CHEBI:57988","NA","NA","NA","NA","NA","0"
"CHEBI:58183","NA","NA","NA","NA","NA","0"
"CHEBI:58321","NA","NA","NA","NA","NA","0"
"CHEBI:58523","NA","NA","NA","NA","NA","0"
"CHEBI:59042","NA","NA","NA","NA","NA","0"
"CHEBI:70979","NA","NA","NA","NA","NA","0"
"CHEBI:724125","NA","NA","NA","NA","NA","0"
"CHEBI:74048","NA","NA","NA","NA","NA","0"
"CHEBI:89963","NA","NA","NA","NA","NA","0"
"C00026","NA","NA","NA","NA","NA","0"
"C03716","NA","NA","NA","NA","NA","0"
"C05406","NA","NA","NA","NA","NA","0"
"C06030","NA","NA","NA","NA","NA","0"
"C06316","NA","NA","NA","NA","NA","0"
"HMDB0000208","Oxoglutaric acid","HMDB0000208","51","C00026","OC(=O)CCC(=O)C(O)=O","1"
"HMDB0002812","NA","NA","NA","NA","NA","0"
"HMDB0013701","3-Oxoglutaric acid","HMDB0013701","68328",NA,"[H]OC(=O)C([H])([H])C(=O)C([H])([H])C(=O)O[H]","1"
"CHEBI:11596","NA","NA","NA","NA","NA","0"
"CHEBI:13997","NA","NA","NA","NA","NA","0"
"CHEBI:15801","NA","NA","NA","NA","NA","0"
"CHEBI:16782","NA","NA","NA","NA","NA","0"
"CHEBI:16859","NA","NA","NA","NA","NA","0"
"CHEBI:17803","NA","NA","NA","NA","NA","0"
"CHEBI:28679","NA","NA","NA","NA","NA","0"
"CHEBI:30915","NA","NA","NA","NA","NA","0"
"CHEBI:30934","NA","NA","NA","NA","NA","0"
"CHEBI:30936","NA","NA","NA","NA","NA","0"
"CHEBI:50793","NA","NA","NA","NA","NA","0"
"CHEBI:50794","NA","NA","NA","NA","NA","0"
"CHEBI:58511","NA","NA","NA","NA","NA","0"
"CHEBI:6885","NA","NA","NA","NA","NA","0"
"CHEBI:87810","NA","NA","NA","NA","NA","0"
"C00659","NA","NA","NA","NA","NA","0"
"C00772","NA","NA","NA","NA","NA","0"
"C00966","NA","NA","NA","NA","NA","0"
"C01053","NA","NA","NA","NA","NA","0"
"C04237","NA","NA","NA","NA","NA","0"
"C06006","NA","NA","NA","NA","NA","0"
"C06104","NA","NA","NA","NA","NA","0"
"C06762","NA","NA","NA","NA","NA","0"
"C13811","NA","NA","NA","NA","NA","0"
"C14463","NA","NA","NA","NA","NA","0"
"C16272","NA","NA","NA","NA","NA","0"
"HMDB0000422","2-Methylglutaric acid","HMDB0000422","12046","C02930","CC(CCC(O)=O)C(O)=O","1"
"HMDB0000448","Adipic acid","HMDB0000448","196","C06104","OC(=O)CCCCC(O)=O","1"
"HMDB0000752","Methylglutaric acid","HMDB0000752","12284",NA,"CC(CC(O)=O)CC(O)=O","1"
"HMDB0000858","Monomethyl glutaric acid","HMDB0000858","73917","C02930","COC(=O)CCCC(O)=O","1"
"HMDB0002074","2,2-Dimethylsuccinic acid","HMDB0002074","11701",NA,"CC(C)(CC(O)=O)C(O)=O","1"
"HMDB0002173","Solerol","HMDB0002173","21252275",NA,"OC1CCC(=O)OCC1O","1"
"HMDB0004862","NA","NA","NA","NA","NA","0"
"HMDB0006854","NA","NA","NA","NA","NA","0"
"HMDB0006900","(S)-2-Aceto-2-hydroxybutanoic acid","HMDB0006900","440875","C06006","CC[C@](O)(C(C)=O)C(O)=O","1"
"HMDB0033837","Dimethyl succinate","HMDB0033837","7820",NA,"COC(=O)CCC(=O)OC","1"
"HMDB0061930","4-Ethoxy-4-oxobutanoic acid","HMDB0061930","70610",NA,"CCOC(=O)CCC(O)=O","1"
"CHEBI:16654","NA","NA","NA","NA","NA","0"
"CHEBI:17094","NA","NA","NA","NA","NA","0"
"CHEBI:17646","NA","NA","NA","NA","NA","0"
"CHEBI:27530","NA","NA","NA","NA","NA","0"
"CHEBI:27681","NA","NA","NA","NA","NA","0"
"CHEBI:28028","NA","NA","NA","NA","NA","0"
"CHEBI:28710","NA","NA","NA","NA","NA","0"
"CHEBI:30832","NA","NA","NA","NA","NA","0"
"CHEBI:34008","NA","NA","NA","NA","NA","0"
"CHEBI:37032","NA","NA","NA","NA","NA","0"
"CHEBI:53335","NA","NA","NA","NA","NA","0"
"CHEBI:63139","NA","NA","NA","NA","NA","0"
"CHEBI:67218","NA","NA","NA","NA","NA","0"
"CHEBI:67221","NA","NA","NA","NA","NA","0"
"CHEBI:67224","NA","NA","NA","NA","NA","0"
"CHEBI:67226","NA","NA","NA","NA","NA","0"
"CHEBI:68566","NA","NA","NA","NA","NA","0"
"CHEBI:68567","NA","NA","NA","NA","NA","0"
"CHEBI:73151","NA","NA","NA","NA","NA","0"
"CHEBI:86396","NA","NA","NA","NA","NA","0"
"CHEBI:86537","NA","NA","NA","NA","NA","0"
"CHEBI:87268","NA","NA","NA","NA","NA","0"
"CHEBI:89760","NA","NA","NA","NA","NA","0"
"C00025","NA","NA","NA","NA","NA","0"
"C00217","NA","NA","NA","NA","NA","0"
"C00302","NA","NA","NA","NA","NA","0"
"C00979","NA","NA","NA","NA","NA","0"
"C03618","NA","NA","NA","NA","NA","0"
"C03790","NA","NA","NA","NA","NA","0"
"C05574","NA","NA","NA","NA","NA","0"
"C05938","NA","NA","NA","NA","NA","0"
"C05941","NA","NA","NA","NA","NA","0"
"C12269","NA","NA","NA","NA","NA","0"
"HMDB0000148","Glutamic acid","HMDB0000148","33032","C00025","N[C@@H](CCC(O)=O)C(O)=O","1"
"HMDB0002393","N-Methyl-D-aspartic acid","HMDB0002393","22880","C12269","CN[C@H](CC(O)=O)C(O)=O","1"
"HMDB0002931","N-Acetylserine","HMDB0002931","65249",NA,"CC(=O)N[C@@H](CO)C(O)=O","1"
"HMDB0003011","O-Acetylserine","HMDB0003011","99478","C00979","CC(=O)OC[C@H](N)C(O)=O","1"
"HMDB0003339","D-Glutamic acid","HMDB0003339","23327","C00217","N[C@H](CCC(O)=O)C(O)=O","1"
"HMDB0006556","L-4-Hydroxyglutamate semialdehyde","HMDB0006556","440851","C05938","N[C@@H](C[C@@H](O)C=O)C(O)=O","1"
"HMDB0033550","3-(Carboxymethylamino)propanoic acid","HMDB0033550","281622",NA,"OC(=O)CCNCC(O)=O","1"
"HMDB0060475","DL-Glutamate","HMDB0060475","611","C00302","NC(CCC(O)=O)C(O)=O","1"
"HMDB0062183","NA","NA","NA","NA","NA","0"
"CHEBI:15966","NA","NA","NA","NA","NA","0"
"CHEBI:16015","NA","NA","NA","NA","NA","0"
"CHEBI:16439","NA","NA","NA","NA","NA","0"
"CHEBI:17981","NA","NA","NA","NA","NA","0"
"CHEBI:18237","NA","NA","NA","NA","NA","0"
"CHEBI:27041","NA","NA","NA","NA","NA","0"
"CHEBI:27809","NA","NA","NA","NA","NA","0"
"CHEBI:28791","NA","NA","NA","NA","NA","0"
"CHEBI:31882","NA","NA","NA","NA","NA","0"
"CHEBI:45441","NA","NA","NA","NA","NA","0"
"CHEBI:47980","NA","NA","NA","NA","NA","0"
"CHEBI:58340","NA","NA","NA","NA","NA","0"
"CHEBI:62637","NA","NA","NA","NA","NA","0"
"CHEBI:76051","NA","NA","NA","NA","NA","0"
"C10144","NA","NA","NA","NA","NA","0"
"C20310","NA","NA","NA","NA","NA","0"
"C20802","NA","NA","NA","NA","NA","0"
"HMDB0029449","(2R,3R,4R)-2-Amino-4-hydroxy-3-methylpentanoic acid","HMDB0029449","354197",NA,"CC(O)C(C)C(N)C(O)=O","1"
"HMDB0033453","Fagomine","HMDB0033453","72259","C10144","OC[C@H]1NCC[C@@H](O)[C@@H]1O","1"
"HMDB0061157","N-(2-Hydroxyethyl)-morpholine N-oxide","HMDB0061157","130392110",NA,"OCCON1CCOCC1","1"
"HMDB0142963","NA","NA","NA","NA","NA","0"
"CHEBI:32537","NA","NA","NA","NA","NA","0"
"CHEBI:32539","NA","NA","NA","NA","NA","0"
"CHEBI:435538","NA","NA","NA","NA","NA","0"
"CHEBI:4969","NA","NA","NA","NA","NA","0"
"CHEBI:61129","NA","NA","NA","NA","NA","0"
"CHEBI:78247","NA","NA","NA","NA","NA","0"
"CHEBI:79079","NA","NA","NA","NA","NA","0"
"C00652","NA","NA","NA","NA","NA","0"
"C00684","NA","NA","NA","NA","NA","0"
"C00815","NA","NA","NA","NA","NA","0"
"C01087","NA","NA","NA","NA","NA","0"
"C01114","NA","NA","NA","NA","NA","0"
"C02266","NA","NA","NA","NA","NA","0"
"C02612","NA","NA","NA","NA","NA","0"
"C02614","NA","NA","NA","NA","NA","0"
"C02630","NA","NA","NA","NA","NA","0"
"C02753","NA","NA","NA","NA","NA","0"
"C02994","NA","NA","NA","NA","NA","0"
"C03196","NA","NA","NA","NA","NA","0"
"C03826","NA","NA","NA","NA","NA","0"
"C05405","NA","NA","NA","NA","NA","0"
"C06029","NA","NA","NA","NA","NA","0"
"C06031","NA","NA","NA","NA","NA","0"
"C06032","NA","NA","NA","NA","NA","0"
"HMDB0000426","Citramalic acid","HMDB0000426","1081","C00815","CC(O)(CC(O)=O)C(O)=O","1"
"HMDB0000428","3-Hydroxyglutaric acid","HMDB0000428","181976",NA,"OC(CC(O)=O)CC(O)=O","1"
"HMDB0000606","D-2-Hydroxyglutaric acid","HMDB0000606","439391","C01087","O[C@H](CCC(O)=O)C(O)=O","1"
"HMDB0000694","L-2-Hydroxyglutaric acid","HMDB0000694","439939","C03196","O[C@@H](CCC(O)=O)C(O)=O","1"
"HMDB0001900","Ribonolactone","HMDB0001900","111064","C02674","OC[C@H]1OC(=O)[C@H](O)[C@@H]1O","1"
"HMDB0002323","NA","NA","NA","NA","NA","0"
"HMDB0011676","D-Xylono-1,5-lactone","HMDB0011676","439692","C02266","O[C@@H]1COC(=O)[C@H](O)[C@H]1O","1"
"HMDB0059655","2-Hydroxyglutarate","HMDB0059655","43","C02630","OC(CCC(O)=O)C(O)=O","1"
"HMDB0062739","3-methylmalate(2-)","HMDB0062739","558882",NA,"CC(C(O)C(O)=O)C(O)=O","1"
"CHEBI:1060","NA","NA","NA","NA","NA","0"
"CHEBI:15584","NA","NA","NA","NA","NA","0"
"CHEBI:15586","NA","NA","NA","NA","NA","0"
"CHEBI:15867","NA","NA","NA","NA","NA","0"
"CHEBI:16292","NA","NA","NA","NA","NA","0"
"CHEBI:16392","NA","NA","NA","NA","NA","0"
"CHEBI:17084","NA","NA","NA","NA","NA","0"
"CHEBI:17100","NA","NA","NA","NA","NA","0"
"CHEBI:17647","NA","NA","NA","NA","NA","0"
"CHEBI:18118","NA","NA","NA","NA","NA","0"
"CHEBI:25312","NA","NA","NA","NA","NA","0"
"CHEBI:27394","NA","NA","NA","NA","NA","0"
"CHEBI:27736","NA","NA","NA","NA","NA","0"
"CHEBI:28456","NA","NA","NA","NA","NA","0"
"CHEBI:29003","NA","NA","NA","NA","NA","0"
"CHEBI:32796","NA","NA","NA","NA","NA","0"
"CHEBI:32797","NA","NA","NA","NA","NA","0"
"CHEBI:46673","NA","NA","NA","NA","NA","0"
"CHEBI:46675","NA","NA","NA","NA","NA","0"
"CHEBI:50787","NA","NA","NA","NA","NA","0"
"CHEBI:60785","NA","NA","NA","NA","NA","0"
"CHEBI:74168","NA","NA","NA","NA","NA","0"
"C00423","NA","NA","NA","NA","NA","0"
"C02274","NA","NA","NA","NA","NA","0"
"C05608","NA","NA","NA","NA","NA","0"
"C07720","NA","NA","NA","NA","NA","0"
"C07728","NA","NA","NA","NA","NA","0"
"C10438","NA","NA","NA","NA","NA","0"
"C17268","NA","NA","NA","NA","NA","0"
"HMDB0000567","Cinnamic acid","HMDB0000567","5372954","C10438","OC(=O)\C=C/C1=CC=CC=C1","1"
"HMDB0000930","trans-Cinnamic acid","HMDB0000930","444539","C10438","OC(=O)\C=C\C1=CC=CC=C1","1"
"HMDB0031725","(E)-3-(2-Hydroxyphenyl)-2-propenal","HMDB0031725","5318169",NA,"OC1=CC=CC=C1\C=C\C=O","1"
"HMDB0032947","Di-2-furanylmethane","HMDB0032947","70972",NA,"C(C1=CC=CO1)C1=CC=CO1","1"
"HMDB0035243","1-Phenyl-1,2-propanedione","HMDB0035243","11363","C17268","CC(=O)C(=O)C1=CC=CC=C1","1"
"HMDB0036626","3,4-Dihydro-2H-1-benzopyran-2-one","HMDB0036626","660","C02274","O=C1CCC2=CC=CC=C2O1","1"
"HMDB0040986","p-Coumaraldehyde","HMDB0040986","641301","C05608","OC1=CC=C(\C=C\C=O)C=C1","1"
"HMDB0128078","NA","NA","NA","NA","NA","0"
"HMDB0134039","NA","NA","NA","NA","NA","0"
"HMDB0135273","NA","NA","NA","NA","NA","0"
"HMDB0135274","NA","NA","NA","NA","NA","0"
"HMDB0135275","NA","NA","NA","NA","NA","0"
"HMDB0135648","NA","NA","NA","NA","NA","0"
"CHEBI:16151","NA","NA","NA","NA","NA","0"
"CHEBI:23745","NA","NA","NA","NA","NA","0"
"CHEBI:27386","NA","NA","NA","NA","NA","0"
"CHEBI:28353","NA","NA","NA","NA","NA","0"
"CHEBI:35697","NA","NA","NA","NA","NA","0"
"CHEBI:35699","NA","NA","NA","NA","NA","0"
"CHEBI:63552","NA","NA","NA","NA","NA","0"
"CHEBI:84279","NA","NA","NA","NA","NA","0"
"C00418","NA","NA","NA","NA","NA","0"
"C00522","NA","NA","NA","NA","NA","0"
"C02104","NA","NA","NA","NA","NA","0"
"C03348","NA","NA","NA","NA","NA","0"
"C04104","NA","NA","NA","NA","NA","0"
"C06007","NA","NA","NA","NA","NA","0"
"C06471","NA","NA","NA","NA","NA","0"
"HMDB0000227","Mevalonic acid","HMDB0000227","439230","C00418","C[C@@](O)(CCO)CC(O)=O","1"
"HMDB0012140","(R)-2,3-Dihydroxy-3-methylvalerate","HMDB0012140","448154","C06007","CC[C@@](C)(O)[C@@H](O)C(O)=O","1"
"HMDB0031639","Glycerol 1-propanoate","HMDB0031639","117335",NA,"CCC(=O)OCC(O)CO","1"
"HMDB0059629","NA","NA","NA","NA","NA","0"
"HMDB0059705","NA","NA","NA","NA","NA","0"
"CHEBI:14737","NA","NA","NA","NA","NA","0"
"CHEBI:17710","NA","NA","NA","NA","NA","0"
"CHEBI:18697","NA","NA","NA","NA","NA","0"
"CHEBI:23360","NA","NA","NA","NA","NA","0"
"CHEBI:25351","NA","NA","NA","NA","NA","0"
"CHEBI:27512","NA","NA","NA","NA","NA","0"
"CHEBI:27778","NA","NA","NA","NA","NA","0"
"CHEBI:28880","NA","NA","NA","NA","NA","0"
"CHEBI:30943","NA","NA","NA","NA","NA","0"
"CHEBI:30981","NA","NA","NA","NA","NA","0"
"CHEBI:32478","NA","NA","NA","NA","NA","0"
"CHEBI:32576","NA","NA","NA","NA","NA","0"
"CHEBI:59052","NA","NA","NA","NA","NA","0"
"CHEBI:59988","NA","NA","NA","NA","NA","0"
"CHEBI:59992","NA","NA","NA","NA","NA","0"
"CHEBI:59993","NA","NA","NA","NA","NA","0"
"CHEBI:67254","NA","NA","NA","NA","NA","0"
"CHEBI:67255","NA","NA","NA","NA","NA","0"
"CHEBI:78669","NA","NA","NA","NA","NA","0"
"CHEBI:78771","NA","NA","NA","NA","NA","0"
"CHEBI:78772","NA","NA","NA","NA","NA","0"
"CHEBI:78773","NA","NA","NA","NA","NA","0"
"C06577","NA","NA","NA","NA","NA","0"
"C10428","NA","NA","NA","NA","NA","0"
"C10452","NA","NA","NA","NA","NA","0"
"C14309","NA","NA","NA","NA","NA","0"
"C17965","NA","NA","NA","NA","NA","0"
"HMDB0002214","Cuminaldehyde","HMDB0002214","326","C06577","[H]C(=O)C1=CC=C(C=C1)C(C)C","1"
"HMDB0030837","Anethole","HMDB0030837","1549040","C10428","COC1=CC=C(\C=C/C)C=C1","1"
